temp_c,condition,wind_kph,pressure_mb,precip_mm,humidity,cloud,feelslike_c,vis_km,state
23.2,0,6.8,1006,0,67,5,25.1,10,0
23,0,6.6,1005,0,67,6,25,10,0
22.7,0,6.4,1005,0,67,8,24.9,10,0
22.5,0,6.1,1005,0,67,10,24.8,10,0
22.3,0,6,1005,0,68,10,24.7,10,0
22,0,5.9,1006,0,68,10,24.6,10,0
21.8,0,5.8,1006,0,69,10,21.8,10,0
23.7,20,6.4,1006,0,65,10,25.8,10,0
25.5,20,7,1007,0,60,10,27.2,10,0
27.4,20,7.6,1007,0,56,11,28.5,10,0
29.5,20,8.2,1006,0,52,11,31.1,10,0
31.5,20,8.8,1005,0,48,11,33.7,10,0
33.6,20,9.4,1004,0,44,11,36.3,10,0
33.7,20,9.2,1004,0,43,10,36.4,10,0
33.8,20,9.1,1003,0,43,9,36.5,10,0
33.9,20,9,1002,0,42,9,36.6,10,0
31.8,20,7.4,1003,0,47,8,33.9,10,0
29.6,20,5.9,1003,0,51,8,31.3,10,0
27.5,0,4.3,1004,0,55,8,28.6,10,0
26.6,0,5,1004,0,57,12,27.7,10,0
25.6,0,5.8,1005,0,59,16,26.9,10,0
24.7,0,6.5,1005,0,61,20,26,10,0
23.9,0,6.5,1005,0,62,14,25.6,10,0
23.1,0,6.5,1005,0,63,8,25.1,10,0
27.7,19,6.1,1003,0.04,82,71,32,10,0
27.5,19,6.2,1002,0.02,83,76,31.6,10,0
27.3,19,6.4,1002,0.03,83,81,31.3,10,0
27.1,19,6.5,1001,0.04,83,86,30.9,10,0
27.2,19,6.4,1002,0.02,81,85,30.9,10,0
27.4,19,6.2,1003,0.03,80,85,31,10,0
27.5,19,6.1,1004,0.04,78,84,31,10,0
28,19,5.3,1004,0.02,75,86,31.5,10,0
28.5,19,4.4,1004,0.03,72,87,32.1,10,0
29,19,3.6,1005,0.04,69,89,32.6,10,0
29.8,19,4.3,1004,0.02,67,87,33.8,9.7,0
30.5,19,5,1003,0.23,65,85,35.1,9.3,0
31.3,19,5.8,1002,0.31,63,83,36.3,9,0
30.9,19,6.1,1002,0.16,65,84,35.9,9.3,0
30.5,6,6.5,1001,0.27,67,84,35.5,9.7,0
30.1,6,6.8,1001,0.36,70,85,35.1,10,0
29.7,6,7.2,1001,0.18,72,86,34.6,10,0
29.3,19,7.6,1002,0.03,74,88,34.1,10,0
28.9,19,7.9,1002,0.04,76,89,33.6,10,0
28.8,19,7.8,1003,0.02,76,87,33.4,10,0
28.6,19,7.7,1003,0.03,77,84,33.2,10,0
28.5,19,7.6,1004,0.04,77,82,33,10,0
28.1,19,7.3,1003,0.02,79,65,32.3,10,0
27.6,14,7.1,1002,0,81,48,31.7,10,0
25.6,0,5.4,1003,0,79,18,27.8,10,0
25.3,0,5.6,1003,0,79,19,27.4,10,0
25,0,5.9,1003,0,80,21,27.1,10,0
24.7,0,6.1,1002,0,80,23,26.7,10,0
24.5,0,6.6,1003,0,81,19,26.5,10,0
24.4,0,7.1,1003,0,82,16,26.4,10,0
24.2,0,7.6,1004,0,83,12,26.2,10,0
25.9,20,7.2,1004,0,78,12,28.5,10,0
27.6,20,6.8,1005,0,73,13,30.9,10,0
29.3,20,6.5,1005,0,69,13,33.2,10,0
30.7,20,6.5,1004,0,65,15,35.6,10,0
32,20,6.5,1003,0,62,17,38,10,0
33.4,20,6.5,1002,0,59,20,40.4,10,0
33.2,20,5.6,1001,0,59,30,40,10,0
33,14,4.8,1001,0,60,41,39.6,10,0
32.8,14,4,1000,0,60,52,39.2,10,0
31.4,14,3.6,1001,0,64,44,37,10,0
30.1,14,3.2,1001,0,68,37,34.7,10,0
28.7,14,2.9,1002,0,72,30,32.5,10,0
28.2,14,3.1,1002,0,74,28,31.8,10,0
27.8,14,3.4,1003,0,75,27,31.2,10,0
27.3,14,3.6,1004,0,77,26,30.5,10,0
26.5,14,4.8,1003,0,82,39,29.6,10,0
25.7,6,6,1003,0.17,87,53,28.7,10,0
25.6,0,6.1,1003,0,76,15,27.6,10,0
25.3,0,6.6,1003,0,76,16,27.3,10,0
25,0,7.1,1003,0,77,17,26.9,10,0
24.7,0,7.6,1002,0,77,18,26.6,10,0
24.5,0,7.9,1003,0,79,15,26.4,10,0
24.3,0,8.3,1003,0,80,13,26.3,10,0
24.1,0,8.6,1004,0,82,10,26.1,10,0
25.8,20,8.6,1004,0,77,11,28.4,10,0
27.6,20,8.6,1005,0,72,12,30.8,10,0
29.3,20,8.6,1005,0,68,12,33.1,10,0
30.6,20,8.3,1004,0,65,14,35.4,10,0
31.9,20,7.9,1003,0,63,16,37.8,10,0
33.2,20,7.6,1002,0,60,18,40.1,10,0
33.1,20,7,1001,0,60,22,39.8,10,0
33,14,6.4,1001,0,60,27,39.5,10,0
32.9,14,5.8,1000,0,59,32,39.2,10,0
31.5,14,4.9,1001,0,63,29,37,10,0
30.2,20,4.1,1001,0,67,26,34.8,10,0
28.8,0,3.2,1002,0,71,23,32.6,10,0
28.4,0,3.5,1002,0,72,23,31.9,10,0
27.9,0,3.7,1003,0,74,22,31.3,10,0
27.5,0,4,1004,0,75,22,30.6,10,0
26.6,0,5.3,1003,0,81,34,29.6,10,0
25.7,6,6.6,1003,0.3,87,46,28.7,10,0
28.4,0,6.8,1003,0,73,16,32,10,0
28.2,0,6.5,1003,0,73,18,31.7,10,0
28.1,0,6.1,1003,0,73,20,31.4,10,0
27.9,0,5.8,1002,0,73,22,31.1,10,0
28,0,6,1003,0,73,21,31.2,10,0
28,0,6.2,1003,0,73,19,31.4,10,0
28.1,0,6.5,1004,0,73,17,31.5,10,0
29.4,20,6.6,1004,0,66,21,33,10,0
30.8,14,6.7,1004,0,60,25,34.5,10,0
32.1,14,6.8,1005,0,54,29,36,10,0
33.1,14,10.2,1004,0,51,46,37.4,10,0
34.1,1,13.6,1003,0,49,64,38.9,10,0
35.1,1,16.9,1001,0,47,81,40.3,10,0
34.5,1,17.5,1001,0,49,63,39.7,10,0
34,14,18.1,1000,0,51,44,39.2,10,0
33.4,14,18.7,1000,0,53,26,38.6,10,0
32.3,14,16.4,1000,0,58,46,37.2,10,0
31.1,19,14.2,1001,0.03,62,67,35.8,10,0
30,19,11.9,1002,0.04,67,87,34.4,10,0
29.8,19,10.9,1002,0.02,68,72,34.2,10,0
29.7,14,10,1003,0,69,58,34.1,10,0
29.5,14,9,1004,0,70,43,33.9,10,0
28.9,14,6.7,1003,0,72,35,33.1,10,0
28.4,0,4.4,1003,0,74,28,32.2,10,0
28.4,0,6.8,1003,0,73,16,32,10,0
28.2,0,6.5,1003,0,73,18,31.7,10,0
28.1,0,6.1,1003,0,73,20,31.4,10,0
27.9,0,5.8,1002,0,73,22,31.1,10,0
28,0,6,1003,0,73,21,31.2,10,0
28,0,6.2,1003,0,73,19,31.4,10,0
28.1,0,6.5,1004,0,73,17,31.5,10,0
29.4,20,6.6,1004,0,66,21,33,10,0
30.8,14,6.7,1004,0,60,25,34.5,10,0
32.1,14,6.8,1005,0,54,29,36,10,0
33.1,14,10.2,1004,0,51,46,37.4,10,0
34.1,1,13.6,1003,0,49,64,38.9,10,0
35.1,1,16.9,1001,0,47,81,40.3,10,0
34.5,1,17.5,1001,0,49,63,39.7,10,0
34,14,18.1,1000,0,51,44,39.2,10,0
33.4,14,18.7,1000,0,53,26,38.6,10,0
32.3,14,16.4,1000,0,58,46,37.2,10,0
31.1,19,14.2,1001,0.03,62,67,35.8,10,0
30,19,11.9,1002,0.04,67,87,34.4,10,0
29.8,19,10.9,1002,0.02,68,72,34.2,10,0
29.7,14,10,1003,0,69,58,34.1,10,0
29.5,14,9,1004,0,70,43,33.9,10,0
28.9,14,6.7,1003,0,72,35,33.1,10,0
28.4,0,4.4,1003,0,74,28,32.2,10,0
22.3,0,6.5,1005,0,65,3,24.7,10,0
22,0,6.8,1004,0,64,6,24.6,10,0
21.8,0,7.2,1004,0,64,9,21.8,10,0
21.5,0,7.6,1004,0,64,12,21.5,10,0
21.5,0,6.6,1004,0,63,24,21.5,10,0
21.4,14,5.6,1005,0,63,35,21.4,10,0
21.4,14,4.7,1005,0,62,46,21.4,10,0
22.7,14,6.1,1006,0,60,45,25.1,10,0
24.1,14,7.6,1006,0,58,44,25.8,10,0
25.4,14,9,1007,0,56,43,26.4,10,0
27.2,14,9.2,1006,0,51,44,28,10,0
29,14,9.5,1005,0,46,45,29.7,10,0
30.8,14,9.7,1004,0,41,46,31.3,10,0
30.9,14,9.2,1004,0,42,46,31.6,10,0
31,14,8.8,1003,0,43,46,31.9,10,0
31.1,14,8.3,1002,0,44,47,32.2,10,0
29.6,14,7.2,1003,0,49,46,30.7,10,0
28.1,14,6.1,1003,0,54,45,29.3,10,0
26.6,14,5,1003,0,59,44,27.8,10,0
26.3,14,4.4,1004,0,61,46,27.5,10,0
25.9,14,3.8,1005,0,63,48,27.3,10,0
25.6,14,3.2,1005,0,65,49,27,10,0
24.5,14,3.7,1005,0,76,66,26.3,9,0
23.4,11,4.2,1005,1.9,87,83,25.6,8,0
27.2,14,6.8,1002,0,82,31,31,10,0
27.1,14,7.2,1001,0,83,29,30.9,10,0
27.1,14,7.6,1001,0,83,28,30.9,10,0
27,14,7.9,1001,0,84,26,30.8,10,0
27,14,8.4,1001,0,84,25,30.7,10,0
26.9,0,8.9,1002,0,84,24,30.7,10,0
26.9,20,9.4,1003,0,84,24,30.6,10,0
27.8,20,10.2,1003,0,79,45,31.7,10,0
28.6,19,11,1004,0.03,75,66,32.9,10,0
29.5,19,11.9,1005,0.04,71,87,34,10,0
29.3,19,14,1004,0.02,74,77,34.3,10,0
29.2,6,16.2,1003,0.57,77,67,34.5,10,0
29,6,18.4,1002,0.76,81,58,34.8,10,0
28.6,6,18.4,1002,0.38,82,71,34.2,10,0
28.3,6,18.4,1001,0.5,84,85,33.6,10,0
27.9,6,18.4,1001,0.67,85,99,33,10,0
27.9,6,17.5,1002,0.33,85,99,33,9,0
27.9,9,16.7,1002,0.97,85,100,33,8,0
27.9,9,15.8,1003,1.29,85,100,33,7,0
27.9,9,14.3,1003,0.64,86,94,32.9,8,0
27.8,6,12.7,1004,0.53,86,89,32.9,9,0
27.8,6,11.2,1004,0.71,86,83,32.8,10,0
27.3,6,9.7,1004,0.36,87,86,31.8,10,0
26.7,6,8.3,1004,0.23,87,89,30.7,10,0
24.9,6,7.2,1002,0.22,92,66,27.8,10,0
24.8,6,6.1,1002,0.11,92,64,27.7,10,0
24.8,6,5,1002,0.07,92,61,27.5,10,0
24.7,6,4,1001,0.09,92,59,27.4,10,0
24.8,6,4.1,1002,0.04,92,60,27.6,10,0
24.9,1,4.2,1002,0,92,62,27.7,10,0
25,1,4.3,1003,0,92,63,27.9,10,0
25.9,1,3.6,1004,0,88,71,29.3,10,0
26.9,6,2.9,1004,0.2,85,79,30.7,10,0
27.8,6,2.2,1005,0.27,82,87,32.1,10,0
28.5,6,2.5,1004,0.13,79,86,33.4,10,0
29.3,6,2.9,1003,0.47,77,86,34.7,10,0
30,6,3.2,1002,0.62,75,85,36,10,0
30,6,3.4,1001,0.31,74,81,36,10,0
30.1,1,3.5,1001,0,74,77,36,10,0
30.1,1,3.6,1000,0,74,73,36,10,0
29.1,1,3,1001,0,77,74,34.3,9.7,0
28,19,2.4,1002,0.1,80,76,32.5,9.3,0
27,19,1.8,1002,0.13,84,77,30.8,9,0
26.3,19,2.9,1003,0.07,87,73,29.8,9.3,0
25.6,6,4,1004,0.23,90,69,28.9,9.7,0
24.9,6,5,1005,0.31,94,66,27.9,10,0
24.8,6,4.9,1004,0.16,94,48,27.7,10,0
24.7,0,4.8,1004,0,93,30,27.6,10,0
24.8,6,7.9,1002,0.4,93,59,27.7,10,0
24.8,6,6.7,1002,0.2,93,60,27.7,10,0
24.8,6,5.5,1002,0.17,93,62,27.6,10,0
24.8,6,4.3,1001,0.22,92,63,27.6,10,0
24.8,6,4.6,1002,0.11,92,66,27.6,10,0
24.8,1,4.8,1003,0,92,69,27.6,10,0
24.8,1,5,1003,0,93,72,27.6,10,0
25.6,1,4.4,1004,0,90,72,28.8,10,0
26.4,6,3.8,1004,0.13,87,72,30,10,0
27.2,6,3.2,1005,0.18,84,72,31.2,10,0
28,6,3.8,1004,0.09,81,75,32.6,10,0
28.9,6,4.4,1003,0.23,78,77,34,10,0
29.7,6,5,1002,0.31,75,80,35.4,10,0
29.9,6,4.3,1002,0.16,74,78,35.6,9.7,0
30.1,19,3.6,1001,0.1,72,76,35.7,9.3,0
30.3,19,2.9,1000,0.13,71,74,35.9,9,0
29.3,19,2.9,1001,0.07,74,73,34.2,9.3,0
28.2,19,2.9,1002,0.03,78,71,32.5,9.7,0
27.2,19,2.9,1002,0.04,81,70,30.8,10,0
26.4,19,3.5,1003,0.02,85,66,29.8,10,0
25.6,6,4.1,1004,0.4,90,62,28.8,10,0
24.8,6,4.7,1005,0.53,94,59,27.8,10,0
24.7,6,4.6,1004,0.27,94,67,27.6,9.7,0
24.6,19,4.4,1004,0.1,94,76,27.4,9.3,0
27.8,0,2.2,1002,0,77,20,31.4,10,0
27.6,0,1.9,1002,0,77,37,31.1,9.7,0
27.5,19,1.7,1001,0.07,77,55,30.9,9.3,0
27.3,19,1.4,1001,0.09,78,72,30.6,9,0
27.4,19,1.9,1002,0.04,77,56,30.7,9.3,0
27.5,0,2.4,1002,0,77,40,30.8,9.7,0
27.6,0,2.9,1003,0,76,23,30.9,10,0
28.8,20,4.1,1003,0,69,28,32.2,10,0
30.1,14,5.3,1004,0,63,33,33.6,10,0
31.3,14,6.5,1004,0,56,37,34.9,10,0
31.7,14,10.6,1003,0,56,42,35.8,10,0
32.2,14,14.6,1002,0,56,47,36.8,10,0
32.6,14,18.7,1002,0,56,52,37.7,10,0
32.5,14,17.9,1001,0,57,45,37.5,10,0
32.3,14,17,1001,0,57,38,37.2,10,0
32.2,14,16.2,1000,0,57,32,37,10,0
31.1,14,14.5,1001,0,62,34,35.6,10,0
29.9,14,12.8,1001,0,67,36,34.1,10,0
28.8,14,11.2,1002,0,72,38,32.7,10,0
28.6,14,10.1,1003,0,73,46,32.5,10,0
28.5,1,9,1003,0,74,55,32.3,10,0
28.3,1,7.9,1004,0,75,63,32.1,10,0
28,1,8.5,1004,0,76,59,31.8,10,0
27.8,14,9.1,1003,0,78,55,31.4,10,0
23.3,14,2.9,1003,0,82,33,25.3,10,0
23.2,14,2.5,1003,0,83,52,25.2,10,0
23,19,2.2,1002,0.03,83,70,25.1,10,0
22.9,19,1.8,1002,0.04,83,89,25,10,0
23.1,19,1.6,1003,0.02,83,75,25.1,10,0
23.2,14,1.3,1003,0,83,60,25.3,10,0
23.4,14,1.1,1004,0,83,46,25.4,10,0
25.2,14,1.9,1004,0,78,41,27.6,10,0
26.9,14,2.8,1005,0,73,35,29.8,10,0
28.7,14,3.6,1005,0,69,30,32,10,0
29.4,14,4.7,1004,0,67,37,33.2,10,0
30.1,6,5.8,1003,0.07,66,44,34.3,10,0
30.8,6,6.8,1003,0.09,64,51,35.5,10,0
30.6,6,5.8,1002,0.04,65,62,35.2,10,0
30.4,19,4.7,1001,0.03,65,74,35,10,0
30.2,19,3.6,1001,0.04,66,86,34.7,10,0
28.9,19,3.8,1001,0.02,70,82,32.7,10,0
27.5,19,4.1,1002,0.03,74,79,30.6,10,0
26.2,19,4.3,1003,0.04,78,75,28.6,10,0
25.5,19,3.5,1004,0.02,81,79,27.8,9.7,0
24.7,19,2.6,1004,0.17,84,84,27,9.3,0
24,19,1.8,1005,0.22,87,88,26.2,9,0
23.8,19,2.3,1005,0.11,90,86,26.1,8.3,0
23.6,11,2.8,1004,1.1,93,83,26,7.7,0
22.3,11,4.7,1005,2.53,99,100,24.9,7,0
22.4,11,8.4,1005,1.27,98,100,25,7,0
22.6,11,12.1,1004,1.87,97,100,25,7,0
22.7,11,15.8,1004,2.49,96,100,25.1,7,0
22.7,11,13.6,1004,1.24,96,84,25.1,8,0
22.8,6,11.3,1004,0.1,96,69,25.2,9,0
22.8,6,9,1005,0.13,95,53,25.2,10,0
23.7,6,9,1006,0.07,92,60,26.2,10,0
24.6,6,9,1006,0.1,88,67,27.2,10,0
25.5,6,9,1007,0.13,85,74,28.2,10,0
26.4,6,10,1006,0.07,82,76,29.6,10,0
27.4,6,10.9,1005,0.33,80,78,31.1,10,0
28.3,6,11.9,1004,0.44,77,79,32.5,10,0
28.2,6,10.9,1003,0.22,77,75,32.3,10,0
28.1,6,10,1003,0.5,77,70,32.1,10,0
28,6,9,1002,0.67,77,65,31.9,10,0
27,6,6.5,1003,0.33,82,67,30.5,9,0
25.9,9,4,1003,0.97,86,68,29,8,0
24.9,9,1.4,1003,1.29,90,70,27.6,7,0
24.6,9,3.7,1004,0.64,91,73,27.2,7.7,0
24.2,19,6,1005,0.43,92,75,26.7,8.3,0
23.9,19,8.3,1005,0.58,93,78,26.3,9,0
23.8,19,6.2,1005,0.29,93,75,26.2,9.3,0
23.8,6,4.2,1004,0.1,93,72,26.2,9.7,0
26.2,6,6.8,1003,0.31,88,91,29.7,10,0
26.1,6,6.2,1003,0.16,88,80,29.6,10,0
26.1,14,5.6,1003,0,88,70,29.4,10,0
26,14,5,1003,0,88,59,29.3,10,0
26.1,14,4.4,1003,0,88,61,29.5,10,0
26.2,1,3.8,1004,0,88,64,29.6,10,0
26.3,1,3.2,1004,0,88,66,29.8,10,0
26.9,1,3,1005,0,85,52,30.7,10,0
27.6,20,2.8,1005,0,82,38,31.7,10,0
28.2,20,2.5,1006,0,79,23,32.6,10,0
29.8,20,5.2,1005,0,76,20,35.9,10,0
31.3,20,7.8,1004,0,73,17,39.3,10,0
32.9,20,10.4,1003,0,70,14,42.6,10,0
32.8,20,11.4,1003,0,70,12,42.6,10,0
32.8,20,12.4,1002,0,71,11,42.5,10,0
32.7,20,13.3,1002,0,71,9,42.5,10,0
31.3,20,12.1,1002,0,73,12,39.4,10,0
30,20,10.9,1003,0,76,15,36.4,10,0
28.6,0,9.7,1003,0,78,17,33.3,10,0
28.5,0,9.1,1004,0,77,21,33,10,0
28.4,14,8.5,1005,0,76,25,32.6,10,0
28.3,14,7.9,1005,0,76,29,32.3,10,0
27.7,14,8.6,1005,0,79,36,31.5,10,0
27,14,9.4,1004,0,83,43,30.7,10,0
24.6,0,4.7,1003,0,93,13,27.4,10,0
24.5,0,4.3,1003,0,93,15,27.2,10,0
24.4,0,4,1003,0,93,18,27.1,10,0
24.3,0,3.6,1002,0,94,21,26.9,10,0
24.4,0,3.5,1003,0,94,41,27,9.7,0
24.4,19,3.4,1003,0.2,94,62,27.2,9.3,0
24.5,19,3.2,1004,0.27,94,83,27.3,9,0
26.1,19,4.3,1005,0.13,88,63,29.7,9.3,0
27.6,20,5.4,1005,0,82,43,32.1,9.7,0
29.2,20,6.5,1006,0,77,23,34.5,10,0
30.4,20,6.2,1005,0,72,39,36.5,10,0
31.7,19,6,1004,0.03,68,56,38.5,10,0
32.9,19,5.8,1003,0.04,64,73,40.5,10,0
32.4,19,6.1,1002,0.02,66,71,39.8,10,0
31.8,1,6.5,1002,0,68,69,39,10,0
31.3,1,6.8,1001,0,71,67,38.3,10,0
29.7,1,7,1002,0,76,74,35.7,9,0
28.2,9,7.1,1002,0.83,82,82,33.1,8,0
26.6,9,7.2,1003,1.11,88,89,30.5,7,0
26.1,9,7.3,1003,0.56,90,87,29.7,7.7,0
25.6,19,7.4,1004,0.23,91,85,29,8.3,0
25.1,19,7.6,1005,0.31,93,83,28.2,9,0
24.9,19,5.8,1005,0.16,93,83,27.8,9.3,0
24.6,19,4,1004,0.03,93,82,27.5,9.7,0
24.5,19,4.3,1003,0.13,93,85,27.2,9,0
24.4,19,4.1,1003,0.07,94,85,27,9,0
24.2,19,3.8,1003,0.1,94,84,26.9,9,0
24.1,19,3.6,1002,0.13,95,84,26.7,9,0
24.2,19,3.2,1003,0.07,95,85,26.8,9,0
24.2,19,2.9,1003,0.33,95,85,26.9,9,0
24.3,19,2.5,1004,0.44,95,86,27,9,0
25.9,19,3.8,1005,0.22,89,82,29.4,9,0
27.5,19,5.2,1005,0.13,83,79,31.9,9,0
29.1,19,6.5,1006,0.18,77,75,34.3,9,0
30.3,19,5.9,1005,0.09,73,78,36.4,9.3,0
31.6,19,5.3,1004,0.03,69,80,38.4,9.7,0
32.8,19,4.7,1003,0.04,65,83,40.5,10,0
32.4,19,5.2,1002,0.02,66,77,39.9,10,0
31.9,6,5.6,1002,0.2,68,71,39.2,10,0
31.5,6,6.1,1001,0.27,70,64,38.6,10,0
29.8,6,6.8,1002,0.13,75,71,35.8,10,0
28.2,6,7.6,1002,0.77,81,77,33,10,0
26.5,6,8.3,1003,1.02,87,83,30.2,10,0
26,6,7.9,1003,0.51,89,83,29.4,9.7,0
25.5,19,7.6,1004,0.37,90,84,28.6,9.3,0
25,19,7.2,1005,0.49,91,84,27.8,9,0
24.8,19,5.4,1005,0.24,91,73,27.5,9.3,0
24.6,14,3.6,1004,0,92,61,27.3,9.7,0
27.5,14,9.7,1003,0,79,52,31.1,10,0
27.2,14,10.2,1003,0,80,51,30.7,10,0
27,19,10.7,1002,0.03,81,51,30.3,10,0
26.7,19,11.2,1002,0.04,82,50,29.9,10,0
26.6,19,9.8,1003,0.02,82,44,29.7,10,0
26.6,14,8.5,1003,0,81,38,29.6,10,0
26.5,14,7.2,1004,0,81,33,29.4,10,0
27.4,14,7.9,1004,0,75,31,30.5,10,0
28.4,14,8.6,1005,0,70,30,31.5,10,0
29.3,14,9.4,1005,0,65,29,32.6,10,0
30.8,14,9.4,1004,0,60,33,34.5,10,0
32.4,14,9.4,1004,0,54,37,36.4,10,0
33.9,14,9.4,1003,0,49,42,38.3,10,0
33.6,14,9.2,1002,0,50,36,38.1,10,0
33.3,20,9.1,1001,0,51,30,37.8,10,0
33,20,9,1001,0,53,25,37.6,10,0
31.8,20,8.8,1001,0,58,43,36.2,10,0
30.6,6,8.5,1002,0.23,63,62,34.8,10,0
29.4,6,8.3,1003,0.31,69,81,33.4,10,0
29,6,7.8,1003,0.16,71,78,33,10,0
28.7,6,7.3,1004,0.27,73,76,32.5,10,0
28.3,6,6.8,1005,0.36,75,74,32.1,10,0
28.4,6,5.4,1005,0.18,74,69,32.3,10,0
28.5,6,4,1004,0.13,74,63,32.4,10,0
23.4,11,3.2,1004,1.47,96,81,25.9,7,0
23.5,11,3.8,1004,0.73,96,77,26.1,7.7,0
23.7,16,4.4,1003,0.7,96,74,26.2,8.3,0
23.8,16,5,1003,0.93,96,71,26.4,9,0
23.8,16,5.3,1004,0.47,95,69,26.4,7.7,0
23.9,15,5.5,1004,0.2,95,68,26.4,6.3,0
23.9,15,5.8,1005,0.27,94,67,26.4,5,0
24.5,15,5.8,1005,0.13,91,71,27.2,5,0
25.2,15,5.8,1006,0.13,88,76,27.9,5,0
25.8,15,5.8,1007,0.18,85,80,28.7,5,0
27.2,15,6.2,1006,0.09,80,82,30.7,6.7,0
28.7,19,6.7,1005,0.03,74,84,32.7,8.3,0
30.1,19,7.2,1004,0.04,68,86,34.7,10,0
30.1,19,7.7,1004,0.02,67,70,34.7,10,0
30.2,14,8.2,1003,0,66,55,34.6,10,0
30.2,14,8.6,1002,0,66,39,34.6,10,0
29,14,8.3,1003,0,71,36,32.9,10,0
27.8,14,7.9,1004,0,75,34,31.3,10,0
26.6,14,7.6,1004,0,80,31,29.6,10,0
26.4,14,7.1,1005,0,80,30,29.1,10,0
26.1,14,6.6,1006,0,79,29,28.7,10,0
25.9,14,6.1,1006,0,78,27,28.2,10,0
26.1,14,6.1,1006,0,78,29,28.5,10,0
26.2,14,6.1,1005,0,78,31,28.7,10,0
23.7,6,2.2,1004,0.13,93,68,26.1,10,0
23.4,6,4.1,1003,0.07,94,67,25.8,7.3,0
23.1,8,6,1003,0.03,95,65,25.5,4.7,0
22.8,8,7.9,1003,0.04,96,64,25.2,2,0
22.7,8,7.2,1004,0.02,96,70,25.1,2,0
22.6,8,6.5,1004,0,96,76,25.1,2,0
22.5,8,5.8,1005,0,96,82,25,2,0
23.5,8,7.8,1005,0,92,87,26,4.7,0
24.4,13,9.8,1006,0,89,91,27,7.3,0
25.4,13,11.9,1007,0,85,96,28,10,0
26.2,13,14.3,1006,0,81,93,29.1,10,0
27.1,19,16.7,1005,0.03,78,91,30.1,10,0
27.9,19,19.1,1005,0.04,74,88,31.2,10,0
27.7,19,19.4,1004,0.02,74,80,30.9,10,0
27.5,19,19.8,1004,0.03,74,72,30.5,10,0
27.3,19,20.2,1004,0.04,75,64,30.2,10,0
26.6,19,17.6,1005,0.02,78,50,29.4,10,0
26,20,15.1,1005,0,82,37,28.7,10,0
25.3,0,12.6,1006,0,85,23,27.9,10,0
24.7,0,11.5,1007,0,86,21,27.1,10,0
24,0,10.4,1007,0,87,19,26.4,10,0
23.4,0,9.4,1008,0,88,18,25.6,10,0
22.7,0,10.1,1008,0,86,14,25.2,10,0
22.1,0,10.8,1008,0,83,10,24.7,10,0
26.4,14,10.1,1004,0,86,50,29.9,10,0
26.3,14,9.7,1004,0,86,43,29.8,10,0
26.3,14,9.4,1003,0,87,36,29.6,10,0
26.2,14,9,1003,0,87,29,29.5,10,0
26.3,14,8.5,1004,0,86,45,29.6,9.7,0
26.3,19,8,1004,0.17,86,62,29.7,9.3,0
26.4,19,7.6,1005,0.22,86,78,29.8,9,0
27.2,19,8,1005,0.11,82,78,30.9,9.3,0
28.1,19,8.5,1006,0.03,78,79,32.1,9.7,0
28.9,19,9,1006,0.04,74,79,33.2,10,0
29.7,19,9.6,1005,0.02,72,59,34.7,10,0
30.4,20,10.2,1004,0,70,39,36.1,10,0
31.2,20,10.8,1004,0,69,20,37.6,10,0
30.8,20,13.2,1003,0,70,24,37.1,10,0
30.5,14,15.6,1003,0,72,27,36.5,10,0
30.1,14,18,1003,0,74,31,36,10,0
29.6,14,16.1,1004,0,75,50,35.2,10,0
29.2,19,14.2,1004,0.03,77,69,34.5,10,0
28.7,19,12.2,1005,0.04,79,88,33.7,10,0
28.5,19,12.2,1006,0.02,81,84,33.6,9.7,0
28.3,19,12.2,1006,0.2,83,80,33.6,9.3,0
28.1,19,12.2,1007,0.27,85,76,33.5,9,0
27.8,19,11,1006,0.13,86,80,32.8,9,0
27.5,19,9.8,1005,0.43,86,84,32.2,9,0
24.4,19,2.2,1004,0.04,93,82,27.1,10,0
24.4,19,2,1004,0.02,93,79,27,10,0
24.3,19,1.9,1003,0.03,93,76,27,10,0
24.3,19,1.8,1003,0.04,93,73,26.9,10,0
24.5,19,1.9,1004,0.02,93,58,27.2,10,0
24.7,14,2,1004,0,93,43,27.5,10,0
24.9,14,2.2,1005,0,92,28,27.8,10,0
26.4,14,4.1,1005,0,87,24,30.1,10,0
27.8,20,6,1006,0,82,21,32.5,10,0
29.3,20,7.9,1006,0,77,18,34.8,10,0
30.5,20,10.7,1006,0,73,22,36.8,9.7,0
31.6,21,13.4,1005,0,69,27,38.8,9.3,0
32.8,21,16.2,1004,0,65,31,40.8,9,0
32.6,21,14.2,1004,0,66,36,40.5,9.3,0
32.4,14,12.1,1003,0,67,40,40.3,9.7,0
32.2,14,10.1,1003,0,68,44,40,10,0
30.8,14,8.3,1004,0,71,55,37.3,10,0
29.4,19,6.5,1004,0.03,75,65,34.7,10,0
28,19,4.7,1005,0.04,78,76,32,10,0
27.5,19,4.8,1006,0.02,80,64,31.3,10,0
27,14,4.9,1007,0,82,53,30.5,10,0
26.5,14,5,1007,0,84,41,29.8,10,0
26.5,14,5.5,1007,0,82,43,29.5,10,0
26.4,14,6,1006,0,80,44,29.3,10,0
24.4,14,1.8,1004,0,92,50,27,10,0
24.4,14,1.6,1004,0,92,49,27,10,0
24.4,14,1.3,1003,0,92,48,27,10,0
