temp_c,condition,wind_kph,pressure_mb,precip_mm,humidity,cloud,feelslike_c,vis_km,state
25.7,1,14.2,1006,0,65,72,27.1,10,7
26.4,14,13.6,1006,0,62,58,27.8,10,7
27.2,14,13,1005,0,59,43,28.5,10,7
26.9,14,11.9,1006,0,62,31,28.3,10,7
26.5,20,10.8,1006,0,65,19,28.1,10,7
26.2,0,9.7,1006,0,68,6,27.9,10,7
25.3,0,8.4,1007,0,71,7,27.1,10,7
24.4,0,7.1,1008,0,74,7,26.2,10,7
23.5,0,5.8,1008,0,77,7,25.4,10,7
22.8,0,4.9,1008,0,80,7,25,10,7
22,0,4.1,1008,0,82,7,24.6,10,7
22.4,16,13,1007,1.07,85,65,24.7,9,7
22.2,16,11.3,1007,0.53,84,70,24.6,9,7
22.1,5,9.6,1006,0.6,84,74,24.6,9,7
21.9,5,7.9,1006,0.8,84,79,21.9,9,7
22,5,7.9,1006,0.4,82,84,22,9.3,7
22,13,7.9,1006,0,80,90,24.6,9.7,7
22.1,13,7.9,1006,0,78,96,24.6,10,7
22.4,13,10.2,1007,0,77,97,24.7,10,7
22.6,13,12.5,1007,0,76,99,24.9,10,7
22.9,13,14.8,1008,0,76,100,25,10,7
24,13,14,1007,0,72,89,25.9,10,7
25.1,1,13.3,1007,0,68,78,26.8,10,7
26.2,1,12.6,1007,0,64,67,27.7,10,7
27,1,12.4,1006,0,60,56,28.3,10,7
27.7,14,12.1,1006,0,55,45,28.8,10,7
28.5,14,11.9,1005,0,51,34,29.4,10,7
28.4,14,10.3,1005,0,53,27,29.5,10,7
28.3,20,8.8,1006,0,55,19,29.5,10,7
28.2,0,7.2,1006,0,57,12,29.6,10,7
27.2,0,6.2,1007,0,59,10,28.6,10,7
26.3,0,5.3,1007,0,62,9,27.7,10,7
25.3,0,4.3,1008,0,65,7,26.7,10,7
24.2,0,3.5,1008,0,70,9,26,10,7
23.1,0,2.6,1008,0,75,12,25.2,10,7
20.7,5,14.4,1008,0.53,92,100,20.7,9,7
20.6,5,13.7,1007,0.27,92,95,20.6,9.3,7
20.5,1,13,1007,0,92,90,20.5,9.7,7
20.4,1,12.2,1006,0,92,84,20.4,10,7
20.4,1,10.6,1006,0,91,90,20.4,10,7
20.5,19,8.9,1006,0.03,90,95,20.5,10,7
20.5,19,7.2,1006,0.04,90,100,20.5,10,7
20.9,19,8.8,1007,0.02,87,98,20.9,10,7
21.4,13,10.3,1007,0,85,95,21.4,10,7
21.8,13,11.9,1008,0,83,93,21.8,10,7
23.2,13,12.2,1007,0,77,77,25.4,10,7
24.6,14,12.6,1007,0,71,60,26.4,10,7
26,14,13,1007,0,64,44,27.4,10,7
26.5,14,12.1,1006,0,61,47,27.8,10,7
27.1,14,11.3,1006,0,58,51,28.3,10,7
27.6,14,10.4,1005,0,55,54,28.7,10,7
26.5,14,10.6,1005,0,60,39,27.7,10,7
25.3,20,10.7,1006,0,65,24,26.8,10,7
24.2,0,10.8,1006,0,70,9,25.8,10,7
23.6,0,9.8,1007,0,73,8,25.4,10,7
22.9,0,8.9,1008,0,77,8,25,10,7
22.3,0,7.9,1008,0,80,8,24.6,10,7
21.5,0,6,1008,0,83,9,21.5,10,7
20.7,0,4.1,1008,0,86,10,20.7,10,7
19.8,15,15.1,1008,0.31,91,62,19.8,5,7
19.8,15,13.2,1007,0.16,91,66,19.8,5,7
19.8,15,11.3,1007,0.17,92,70,19.8,5,7
19.8,15,9.4,1006,0.22,93,74,19.8,5,7
20,15,9.4,1006,0.11,93,82,20,6.7,7
20.1,13,9.4,1006,0,92,91,20.1,8.3,7
20.3,13,9.4,1006,0,92,100,20.3,10,7
20.5,13,10.1,1007,0,90,89,20.5,10,7
20.7,19,10.8,1008,0.03,89,79,20.7,10,7
20.9,19,11.5,1008,0.04,87,68,20.9,10,7
22.3,19,11.3,1008,0.02,79,54,22.8,10,7
23.8,14,11,1007,0,72,41,24.7,10,7
25.2,14,10.8,1006,0,64,27,26.6,10,7
26.2,14,10.2,1006,0,60,28,27.4,10,7
27.1,14,9.6,1005,0,56,30,28.3,10,7
28.1,14,9,1005,0,53,31,29.1,10,7
26.8,14,9.5,1005,0,59,24,28,10,7
25.4,20,10,1006,0,65,17,26.9,10,7
24.1,0,10.4,1006,0,72,9,25.8,10,7
23.2,0,9.6,1007,0,75,9,25.3,10,7
22.4,0,8.8,1008,0,78,8,24.8,10,7
21.5,0,7.9,1008,0,82,8,21.5,10,7
20.9,0,6.2,1008,0,84,7,20.9,10,7
20.3,0,4.6,1008,0,86,7,20.3,10,7
20.6,15,13.3,1008,0.13,81,52,20.6,5,7
20.4,15,9.5,1008,0.07,83,53,20.4,5,7
20.1,15,5.6,1007,0.1,86,54,20.1,5,7
19.9,15,1.8,1007,0.13,88,54,19.9,5,7
19.8,15,3.1,1007,0.07,89,58,19.8,6.7,7
19.6,19,4.4,1007,0.03,90,62,19.6,8.3,7
19.5,19,5.8,1007,0.04,92,66,19.5,10,7
20.3,19,6,1007,0.02,86,73,20.3,8.3,7
21.1,15,6.2,1008,0.07,80,81,21.1,6.7,7
21.9,15,6.5,1009,0.09,75,89,21.9,5,7
23.6,15,5.3,1008,0.04,68,69,25.6,6.7,7
25.2,14,4.1,1007,0,62,49,26.8,8.3,7
26.9,14,2.9,1007,0,56,30,27.9,10,7
28.3,14,4,1006,0,53,23,29.4,10,7
29.6,20,5,1005,0,49,16,30.9,10,7
31,20,6.1,1005,0,46,9,32.4,10,7
29.3,20,4.3,1005,0,50,10,30.5,10,7
27.5,20,2.5,1006,0,53,10,28.7,10,7
25.8,0,0.7,1006,0,57,11,26.8,10,7
24.5,0,2.9,1007,0,62,11,26,10,7
23.1,0,5,1008,0,66,10,25.3,10,7
21.8,0,7.2,1009,0,71,9,21.8,10,7
21.1,0,4.9,1008,0,75,10,21.1,10,7
20.3,0,2.6,1008,0,79,10,20.3,10,7
18.4,0,3.6,1008,0,78,17,18.4,10,7
18.4,0,4.4,1008,0,76,14,18.4,10,7
18.3,0,5.3,1008,0,74,12,18.3,10,7
18.3,0,6.1,1008,0,71,10,18.3,10,7
18,0,5.5,1008,0,72,8,18,10,7
17.7,0,4.9,1009,0,73,6,17.7,10,7
17.4,0,4.3,1009,0,75,4,17.4,10,7
19.5,20,5,1010,0,68,4,19.5,10,7
21.5,20,5.8,1010,0,61,4,21.5,10,7
23.6,20,6.5,1011,0,54,4,25.1,10,7
26.6,20,10,1010,0,49,4,28,10,7
29.6,20,13.4,1009,0,45,4,30.9,10,7
32.6,20,16.9,1009,0,40,5,33.8,10,7
32.8,20,17.9,1008,0,39,6,33.9,10,7
33,20,18.8,1007,0,38,8,34.1,10,7
33.2,20,19.8,1006,0,37,10,34.2,10,7
31.2,20,17,1007,0,43,6,32.2,10,7
29.1,20,14.3,1007,0,49,3,30.1,10,7
27.1,0,11.5,1008,0,55,0,28.1,10,7
25.1,0,10.4,1008,0,57,0,26.9,10,7
23.1,0,9.4,1009,0,59,0,25.6,10,7
21.1,0,8.3,1009,0,61,0,21.1,10,7
20.7,0,8.3,1010,0,65,1,20.7,10,7
20.2,0,8.3,1010,0,68,1,20.2,10,7
21.3,0,3.2,1008,0,85,7,21.3,10,7
21.3,0,3.6,1008,0,84,9,21.3,10,7
21.3,0,4,1008,0,84,10,21.3,10,7
21.3,0,4.3,1008,0,84,11,21.3,10,7
21.3,0,4.8,1008,0,83,9,21.3,10,7
21.2,0,5.3,1008,0,83,6,21.2,10,7
21.2,0,5.8,1009,0,83,3,21.2,10,7
22.6,20,6.6,1009,0,76,3,25,10,7
23.9,20,7.4,1010,0,68,3,25.7,10,7
25.3,20,8.3,1011,0,61,3,26.5,10,7
27.8,20,10,1010,0,55,3,29.2,10,7
30.2,20,11.6,1009,0,49,3,31.8,10,7
32.7,20,13.3,1009,0,42,4,34.5,10,7
33.3,20,13.6,1008,0,40,7,34.9,10,7
33.9,20,13.8,1007,0,37,10,35.2,10,7
34.5,20,14,1006,0,34,13,35.6,10,7
33.2,20,11.6,1007,0,37,11,34.1,10,7
31.8,20,9.2,1007,0,39,9,32.6,10,7
30.5,0,6.8,1007,0,42,8,31.1,10,7
29.2,0,7.1,1008,0,46,7,29.9,10,7
27.8,0,7.3,1008,0,50,6,28.6,10,7
26.5,0,7.6,1009,0,54,5,27.4,10,7
25.3,0,7.7,1009,0,65,8,26.6,10,7
24,0,7.8,1009,0,75,10,25.8,10,7
22,0,1.8,1008,0,81,14,24.5,10,7
21.9,0,3.1,1008,0,81,11,21.9,10,7
21.9,0,4.4,1008,0,80,8,21.9,10,7
21.8,0,5.8,1008,0,80,5,21.8,10,7
21.8,0,5.5,1008,0,80,4,21.8,10,7
21.8,0,5.3,1009,0,79,3,21.8,10,7
21.8,0,5,1009,0,79,2,21.8,10,7
23.1,20,6,1009,0,72,1,25.2,10,7
24.5,20,7,1010,0,65,1,26.1,10,7
25.8,20,7.9,1011,0,58,0,26.9,10,7
28.2,20,9.6,1010,0,52,1,29.5,10,7
30.7,20,11.3,1009,0,46,1,32.1,10,7
33.1,20,13,1009,0,40,2,34.7,10,7
33.1,20,14,1008,0,37,4,34,10,7
33,20,15.1,1007,0,34,6,33.3,10,7
33,20,16.2,1006,0,30,8,32.6,10,7
32.5,20,13.2,1007,0,32,7,32.2,10,7
32,20,10.2,1007,0,34,6,31.8,10,7
31.5,0,7.2,1007,0,36,5,31.4,10,7
30.4,0,5.6,1008,0,37,5,30.3,10,7
29.2,0,4.1,1008,0,39,5,29.1,10,7
28.1,0,2.5,1009,0,41,5,28,10,7
26.6,0,4.2,1009,0,54,4,27.2,10,7
25,0,5.9,1009,0,68,4,26.3,10,7
19.9,0,2.2,1008,0,90,12,19.9,10,7
19.8,0,3,1008,0,89,10,19.8,10,7
19.8,0,3.8,1008,0,89,8,19.8,10,7
19.7,0,4.7,1008,0,88,5,19.7,10,7
19.6,0,4.6,1008,0,88,4,19.6,10,7
19.6,0,4.4,1009,0,87,3,19.6,10,7
19.5,0,4.3,1009,0,87,2,19.5,10,7
21.3,20,5.2,1010,0,79,2,21.3,10,7
23.1,20,6,1010,0,71,2,24,10,7
24.9,20,6.8,1011,0,63,3,26.2,10,7
27.6,20,9.1,1010,0,56,3,29.1,10,7
30.3,20,11.4,1009,0,49,3,32.1,10,7
33,20,13.7,1009,0,43,3,35,10,7
33.5,20,14.4,1008,0,40,6,35.2,10,7
34,20,15.1,1007,0,37,9,35.3,10,7
34.5,20,15.8,1006,0,34,12,35.5,10,7
32.6,20,11.4,1007,0,37,10,33.3,10,7
30.6,20,7,1007,0,40,8,31.1,10,7
28.7,0,2.5,1007,0,43,5,28.9,10,7
27.7,0,3.5,1008,0,45,5,28,10,7
26.8,0,4.4,1008,0,46,5,27.2,10,7
25.8,0,5.4,1009,0,48,4,26.3,10,7
24.8,0,6.8,1009,0,60,4,25.8,10,7
23.7,0,8.3,1009,0,72,4,25.4,10,7
19.7,0,2.9,1008,0,89,7,19.7,10,7
19.6,0,3.4,1008,0,88,6,19.6,10,7
19.6,0,3.8,1008,0,88,5,19.6,10,7
19.5,0,4.3,1008,0,88,4,19.5,10,7
19.4,0,4.4,1008,0,88,4,19.4,10,7
19.4,0,4.6,1009,0,87,3,19.4,10,7
19.3,0,4.7,1009,0,87,2,19.3,10,7
21.2,20,5.4,1010,0,79,3,21.2,10,7
23.1,20,6.1,1010,0,71,3,24,10,7
25,20,6.8,1011,0,62,4,26.3,10,7
27,20,9.6,1010,0,55,3,28.2,10,7
29.1,20,12.4,1009,0,49,3,30,10,7
31.1,20,15.1,1008,0,42,3,31.9,10,7
31.4,20,15.4,1008,0,39,5,31.8,10,7
31.7,20,15.6,1007,0,36,7,31.8,10,7
32,20,15.8,1006,0,33,10,31.7,10,7
30.8,20,12.1,1007,0,36,8,30.6,10,7
29.6,20,8.4,1007,0,40,6,29.6,10,7
28.4,0,4.7,1007,0,43,5,28.5,10,7
27.1,0,5.4,1008,0,46,4,27.5,10,7
25.8,0,6.1,1008,0,48,4,26.5,10,7
24.5,0,6.8,1009,0,51,4,25.5,10,7
23.5,0,8,1009,0,64,3,25.1,10,7
22.6,0,9.2,1010,0,76,3,24.7,10,7
19.6,0,0.4,1008,0,84,10,19.6,10,7
19.5,0,1.3,1008,0,83,10,19.5,10,7
19.5,0,2.3,1008,0,83,9,19.5,10,7
19.4,0,3.2,1008,0,83,8,19.4,10,7
19.2,0,4.4,1008,0,84,6,19.2,10,7
19,0,5.6,1008,0,85,5,19,10,7
18.8,0,6.8,1009,0,87,4,18.8,10,7
20.8,20,7.7,1009,0,77,3,20.8,10,7
22.8,20,8.5,1010,0,68,3,23.6,10,7
24.8,20,9.4,1011,0,59,3,26,10,7
27.6,20,12.2,1010,0,52,3,28.9,10,7
30.5,20,15.1,1009,0,46,3,31.8,10,7
33.3,20,18,1008,0,39,3,34.7,10,7
33.7,20,19.1,1008,0,37,5,34.8,10,7
34,20,20.2,1007,0,35,6,34.9,10,7
34.4,20,21.2,1006,0,33,8,35,10,7
32.1,20,18.5,1006,0,37,6,32.6,10,7
29.7,20,15.7,1007,0,42,4,30.2,10,7
27.4,0,13,1007,0,46,3,27.8,10,7
26.1,0,11.4,1008,0,50,2,26.9,10,7
24.8,0,9.8,1008,0,53,1,26,10,7
23.5,0,8.3,1009,0,57,0,25.1,10,7
22.7,0,9.2,1009,0,66,1,23.7,10,7
21.8,0,10.2,1010,0,76,2,21.8,10,7
19.8,0,8.3,1011,0,71,2,19.8,10,7
19.5,0,7.4,1011,0,73,2,19.5,10,7
19.2,0,6.6,1011,0,75,3,19.2,10,7
18.9,0,5.8,1011,0,77,3,18.9,10,7
18.8,0,5.5,1011,0,79,3,18.8,10,7
18.7,0,5.3,1011,0,80,4,18.7,10,7
18.6,0,5,1012,0,81,4,18.6,10,7
20.5,20,4.6,1012,0,75,4,20.5,10,7
22.5,20,4.1,1013,0,69,5,23.4,10,7
24.4,20,3.6,1013,0,63,5,25.8,10,7
27.2,20,5.6,1012,0,55,4,28.5,10,7
30.1,20,7.7,1011,0,47,3,31.3,10,7
32.9,20,9.7,1011,0,39,2,34,10,7
33.3,20,11.6,1010,0,36,3,34.1,10,7
33.7,20,13.6,1009,0,34,3,34.2,10,7
34.1,20,15.5,1008,0,31,4,34.3,10,7
32.1,20,14.2,1009,0,36,3,32.3,10,7
30,20,12.8,1009,0,40,3,30.2,10,7
28,0,11.5,1009,0,44,2,28.2,10,7
26.1,0,10.4,1009,0,47,2,27,10,7
24.2,0,9.4,1010,0,49,1,25.7,10,7
22.3,0,8.3,1010,0,52,0,24.5,10,7
21.6,0,7.7,1010,0,53,0,21.6,10,7
21,0,7.1,1010,0,53,0,21,10,7
22.8,0,7.9,1010,0,85,12,25,10,7
22.6,0,6.7,1010,0,86,15,24.9,10,7
22.3,0,5.5,1010,0,87,18,24.7,10,7
22.1,0,4.3,1010,0,88,21,24.6,10,7
22.1,0,4.3,1010,0,88,19,24.6,10,7
22,0,4.3,1011,0,88,17,24.5,10,7
22,0,4.3,1011,0,88,14,24.5,10,7
23.3,20,4,1011,0,82,11,25.5,10,7
24.5,20,3.6,1012,0,75,7,26.5,10,7
25.8,20,3.2,1012,0,69,3,27.5,10,7
27.8,20,4,1012,0,62,8,29.6,10,7
29.9,20,4.7,1011,0,54,13,31.8,10,7
31.9,20,5.4,1010,0,46,17,33.9,10,7
32.3,20,6.2,1009,0,42,17,33.8,10,7
32.7,20,7.1,1009,0,38,17,33.6,10,7
33.1,20,7.9,1008,0,34,17,33.5,10,7
32.4,20,7.6,1008,0,37,15,33.1,10,7
31.8,20,7.2,1008,0,41,12,32.6,10,7
31.1,0,6.8,1009,0,44,9,32.2,10,7
29.9,0,7,1009,0,47,9,31,10,7
28.7,0,7.1,1009,0,51,8,29.7,10,7
27.5,0,7.2,1010,0,55,8,28.5,10,7
27,0,6.7,1010,0,51,5,27.7,10,7
26.4,0,6.2,1010,0,48,3,27,10,7
23.5,0,7.6,1010,0,81,4,25.5,10,7
23.3,0,7.2,1010,0,82,4,25.3,10,7
23,0,6.8,1010,0,83,4,25.2,10,7
22.8,0,6.5,1010,0,83,5,25,10,7
22.7,0,6.4,1010,0,83,3,24.9,10,7
22.7,0,6.2,1011,0,83,2,24.9,10,7
22.6,0,6.1,1011,0,83,0,24.8,10,7
23.8,20,5.4,1011,0,77,0,25.8,10,7
25.1,20,4.7,1012,0,70,0,26.8,10,7
26.3,20,4,1012,0,64,0,27.8,10,7
28.8,20,4.1,1012,0,56,5,30.6,10,7
31.3,20,4.2,1011,0,49,10,33.3,10,7
33.8,20,4.3,1010,0,41,15,36.1,10,7
33.6,20,6.8,1010,0,38,17,35.1,10,7
33.5,20,9.4,1009,0,35,18,34.2,10,7
33.3,20,11.9,1008,0,32,20,33.2,10,7
32.4,20,10.6,1008,0,33,18,32.2,10,7
31.5,20,9.2,1008,0,34,17,31.3,10,7
30.6,0,7.9,1009,0,35,16,30.3,10,7
30,0,6.5,1009,0,37,14,29.8,10,7
29.5,0,5,1009,0,39,11,29.4,10,7
28.9,0,3.6,1009,0,41,9,28.9,10,7
28.1,0,4.3,1010,0,39,6,28,10,7
27.3,0,5,1010,0,38,3,27.1,10,7
22.7,0,9.7,1010,0,84,4,24.9,10,7
22.3,0,9.5,1010,0,86,5,24.7,10,7
22,0,9.2,1010,0,87,5,22,10,7
21.6,0,9,1010,0,89,6,21.6,10,7
21.5,0,8.8,1010,0,90,7,21.5,10,7
21.3,0,8.5,1011,0,90,7,21.3,10,7
21.2,0,8.3,1011,0,91,8,21.2,10,7
22.7,20,7.1,1011,0,84,8,25.3,10,7
24.3,20,5.9,1012,0,76,8,26.4,10,7
25.8,20,4.7,1012,0,69,8,27.5,10,7
27.6,20,4.9,1012,0,61,13,29.2,10,7
29.4,20,5.2,1011,0,54,19,31,10,7
31.2,20,5.4,1010,0,46,24,32.7,10,7
32.3,20,7,1010,0,43,21,33.9,10,7
33.5,20,8.5,1009,0,39,17,35,10,7
34.6,20,10.1,1008,0,36,13,36.2,10,7
32.7,20,8.5,1008,0,39,13,34,10,7
30.9,20,7,1008,0,42,13,31.7,10,7
29,0,5.4,1009,0,45,12,29.5,10,7
28.2,0,4.6,1009,0,46,11,28.7,10,7
27.4,0,3.7,1009,0,46,9,27.8,10,7
26.6,0,2.9,1009,0,47,7,27,10,7
25.8,0,4.3,1010,0,44,4,26.3,10,7
25,0,5.8,1010,0,42,2,25.5,10,7
21.6,0,10.4,1010,0,88,3,21.6,10,7
21.2,0,10.2,1010,0,91,10,21.2,7.3,7
20.9,8,10,1010,0,93,18,20.9,4.7,7
20.5,8,9.7,1010,0,95,26,20.5,2,7
20.5,8,9.2,1010,0,95,26,20.5,2,7
20.4,8,8.8,1011,0,96,26,20.4,2,7
20.4,8,8.3,1011,0,96,26,20.4,2,7
22.1,8,7.1,1012,0,88,26,22.7,4.7,7
23.9,14,5.9,1012,0,79,26,25,7.3,7
25.6,14,4.7,1013,0,71,25,27.3,10,7
27.8,14,4.4,1012,0,62,22,29.6,10,7
30,20,4.2,1011,0,54,19,31.9,10,7
32.2,20,4,1010,0,45,16,34.2,10,7
33,20,6.8,1010,0,42,14,34.8,10,7
33.8,20,9.7,1009,0,38,12,35.3,10,7
34.6,20,12.6,1008,0,35,10,35.9,10,7
32.7,20,9.2,1008,0,38,9,33.7,10,7
30.8,20,5.9,1008,0,41,9,31.4,10,7
28.9,0,2.5,1008,0,44,9,29.2,10,7
27.8,0,2.2,1009,0,45,8,28.2,10,7
26.8,0,1.8,1009,0,46,7,27.2,10,7
25.7,0,1.4,1009,0,48,6,26.2,10,7
24.9,0,3.2,1010,0,45,4,25.6,10,7
24,0,5,1010,0,43,2,25,10,7
21,0,11.2,1010,0,86,3,21,10,7
20.7,0,10.7,1010,0,88,6,20.7,10,7
20.4,0,10.2,1010,0,91,9,20.4,10,7
20.1,0,9.7,1010,0,93,12,20.1,10,7
19.9,0,9.1,1011,0,94,22,19.9,7.3,7
19.8,8,8.5,1011,0,95,31,19.8,4.7,7
19.6,8,7.9,1011,0,96,40,19.6,2,7
21.4,8,7.3,1012,0,87,28,21.4,4.7,7
23.3,20,6.7,1012,0,78,17,24.3,7.3,7
25.1,20,6.1,1013,0,69,5,26.7,10,7
27.8,20,6.5,1012,0,60,5,29.6,10,7
30.6,20,6.8,1011,0,51,4,32.6,10,7
33.3,20,7.2,1010,0,42,4,35.5,10,7
33.3,20,9.7,1009,0,37,4,34.5,10,7
33.3,20,12.2,1009,0,32,4,33.4,10,7
33.3,20,14.8,1008,0,27,4,32.4,10,7
31.7,20,13.7,1008,0,30,4,30.9,10,7
30,20,12.6,1008,0,33,3,29.3,10,7
28.4,0,11.5,1008,0,35,2,27.8,10,7
27,0,10.7,1009,0,38,2,26.9,10,7
25.6,0,9.8,1009,0,41,2,26,10,7
24.2,0,9,1009,0,44,2,25.1,10,7
23.4,0,8,1010,0,47,1,24.9,10,7
22.7,0,7.1,1010,0,50,1,24.7,10,7
20.3,0,6.5,1011,0,54,0,20.3,10,7
20.1,0,6.5,1010,0,54,0,20.1,10,7
19.8,0,6.5,1010,0,54,0,19.8,10,7
19.6,0,6.5,1010,0,54,0,19.6,10,7
19.3,0,5.9,1010,0,55,0,19.3,10,7
19,0,5.3,1011,0,55,0,19,10,7
18.7,0,4.7,1011,0,56,0,18.7,10,7
21.2,20,4.2,1011,0,51,0,21.2,10,7
23.6,20,3.7,1012,0,47,0,23.8,10,7
26.1,20,3.2,1012,0,43,0,26.3,10,7
28.8,20,5.9,1011,0,37,0,28.8,10,7
31.6,20,8.5,1010,0,32,0,31.2,10,7
34.3,20,11.2,1010,0,27,0,33.7,10,7
34.5,20,13.3,1009,0,26,0,33.6,10,7
34.6,20,15.5,1008,0,24,0,33.6,10,7
34.8,20,17.6,1007,0,23,0,33.5,10,7
32.4,20,15.8,1008,0,28,0,31.4,10,7
29.9,20,14,1008,0,33,0,29.3,10,7
27.5,0,12.2,1008,0,38,0,27.2,10,7
25.9,0,11.9,1009,0,41,0,26.3,10,7
24.2,0,11.5,1009,0,43,0,25.4,10,7
22.6,0,11.2,1009,0,46,0,24.5,10,7
22.3,0,10.1,1009,0,42,0,24.2,10,7
21.9,0,9,1009,0,39,0,21.9,10,7
25.9,0,5.8,1010,0,44,0,26.2,10,7
25.6,0,5.8,1010,0,44,0,26,10,7
25.4,0,5.8,1010,0,43,0,25.8,10,7
25.1,0,5.8,1009,0,43,0,25.6,10,7
24.9,0,6.2,1010,0,42,0,25.4,10,7
24.7,0,6.7,1010,0,41,0,25.3,10,7
24.5,0,7.2,1010,0,41,0,25.1,10,7
25.9,20,7.7,1011,0,37,0,26,10,7
27.4,20,8.2,1011,0,34,0,26.9,10,7
28.8,20,8.6,1012,0,31,0,27.8,10,7
31.1,20,9.1,1011,0,28,0,29.9,10,7
33.3,20,9.6,1010,0,24,0,32.1,10,7
35.6,20,10.1,1009,0,21,0,34.2,10,7
35.9,20,11.2,1009,0,21,0,34.5,10,7
36.2,20,12.2,1008,0,20,0,34.8,10,7
36.5,20,13.3,1007,0,20,0,35.1,10,7
34.9,20,11.3,1007,0,22,0,33.5,10,7
33.3,20,9.2,1008,0,23,0,31.8,10,7
31.7,0,7.2,1008,0,25,0,30.2,10,7
30.5,0,7.3,1008,0,26,0,29,10,7
29.3,0,7.4,1008,0,26,0,27.9,10,7
28.1,0,7.6,1009,0,27,0,26.7,10,7
27.3,0,8.6,1009,0,28,0,26.2,10,7
26.5,0,9.7,1009,0,30,0,25.7,10,7
26.5,0,5.8,1010,0,36,0,26.2,10,7
26.2,0,5.5,1010,0,37,0,26,10,7
25.8,0,5.3,1010,0,37,0,25.8,10,7
25.5,0,5,1009,0,38,0,25.6,10,7
25.2,0,5.6,1010,0,39,0,25.4,10,7
24.8,0,6.2,1010,0,40,0,25.3,10,7
24.5,0,6.8,1010,0,40,0,25.1,10,7
25.7,20,7.8,1011,0,36,0,25.7,10,7
27,20,8.8,1011,0,32,0,26.3,10,7
28.2,20,9.7,1012,0,28,0,26.9,10,7
30.6,20,10.2,1011,0,25,0,29.1,10,7
32.9,20,10.7,1010,0,23,0,31.4,10,7
35.3,20,11.2,1010,0,20,0,33.6,10,7
35.7,20,12,1009,0,20,0,34,10,7
36,20,12.8,1008,0,19,0,34.5,10,7
36.4,20,13.7,1007,0,18,0,34.9,10,7
34.9,20,11.6,1008,0,19,0,33.3,10,7
33.4,20,9.6,1008,0,21,0,31.7,10,7
31.9,0,7.6,1008,0,23,0,30.1,10,7
30.7,0,7.7,1008,0,22,0,28.8,10,7
29.4,0,7.8,1009,0,22,0,27.6,10,7
28.2,0,7.9,1009,0,21,0,26.3,10,7
27.4,0,8.9,1009,0,25,0,26,10,7
26.5,0,9.8,1009,0,28,0,25.6,10,7
24.2,0,7.2,1010,0,39,0,24.8,10,7
23.8,0,5.8,1010,0,40,0,24.7,10,7
23.4,0,4.3,1010,0,41,0,24.6,10,7
23,0,2.9,1009,0,43,0,24.5,10,7
22.8,0,3.7,1010,0,43,0,24.4,10,7
22.5,0,4.6,1010,0,43,0,24.4,10,7
22.3,0,5.4,1010,0,43,0,24.3,10,7
24,20,6.4,1011,0,41,0,25.1,10,7
25.6,20,7.3,1011,0,38,0,26,10,7
27.3,20,8.3,1012,0,35,0,26.8,10,7
29.8,20,9.6,1011,0,32,0,29.2,10,7
32.4,20,10.9,1010,0,28,0,31.6,10,7
34.9,20,12.2,1010,0,25,0,34,10,7
35.2,20,13.2,1009,0,24,0,34.3,10,7
35.6,20,14.2,1008,0,23,0,34.5,10,7
35.9,20,15.1,1007,0,22,0,34.8,10,7
33.6,20,13.3,1007,0,25,0,32.6,10,7
31.4,20,11.5,1007,0,28,0,30.3,10,7
29.1,0,9.7,1008,0,31,0,28.1,10,7
28.1,0,10.4,1008,0,29,0,27.1,10,7
27.2,0,11.2,1008,0,28,0,26.2,10,7
26.2,0,11.9,1009,0,26,0,25.2,10,7
25.4,0,10.7,1008,0,28,0,24.9,10,7
24.5,0,9.5,1008,0,31,0,24.5,10,7
23.2,0,6.8,1010,0,40,0,24.4,10,7
22.8,0,6.4,1010,0,41,0,24.3,10,7
22.4,0,5.9,1010,0,42,0,24.3,10,7
22,0,5.4,1009,0,43,0,24.2,10,7
21.7,0,6,1010,0,44,0,21.7,10,7
21.4,0,6.6,1010,0,46,0,21.4,10,7
21.1,0,7.2,1011,0,47,0,21.1,10,7
23,20,7.8,1011,0,44,0,25,10,7
25,20,8.4,1011,0,42,0,25.9,10,7
26.9,20,9,1012,0,39,0,26.7,10,7
29.5,20,10.7,1011,0,35,0,29.2,10,7
32.2,20,12.4,1010,0,31,0,31.7,10,7
34.8,20,14,1009,0,26,0,34.2,10,7
35.1,20,13.7,1009,0,25,0,34.3,10,7
35.4,20,13.3,1008,0,24,0,34.4,10,7
35.7,20,13,1007,0,22,0,34.5,10,7
33.3,20,12.4,1007,0,25,0,32.1,10,7
30.9,20,11.8,1007,0,28,0,29.8,10,7
28.5,0,11.2,1007,0,30,0,27.4,10,7
27.2,0,10.7,1008,0,30,0,26.4,10,7
26,0,10.2,1008,0,30,0,25.5,10,7
24.7,0,9.7,1009,0,30,0,24.5,10,7
24,0,9,1009,0,30,0,24.1,10,7
23.2,0,8.3,1009,0,30,0,23.8,10,7
21.9,0,6.1,1010,0,53,0,21.9,10,7
21.5,0,6.1,1010,0,58,0,21.5,10,7
21,0,6.1,1010,0,63,0,21,10,7
20.6,0,6.1,1009,0,68,0,20.6,10,7
20.3,0,4.9,1010,0,71,0,20.3,10,7
19.9,0,3.7,1010,0,73,0,19.9,10,7
19.6,0,2.5,1011,0,76,0,19.6,10,7
21.7,20,2.4,1011,0,69,0,21.7,10,7
23.9,20,2.3,1011,0,61,0,24.4,10,7
